"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","salary","Status"
"4968",0.7,0.53,2,274,4,0,0,"0","left"
"4971",0.38,0.5,2,140,3,0,0,"1","left"
"4972",0.37,0.51,2,127,3,0,0,"1","left"
"4974",0.4,0.47,2,146,3,0,0,"1","left"
"4976",0.89,0.99,5,257,5,0,0,"1","left"
"4999",0.38,0.5,2,153,3,0,0,"0","left"
"5003",0.38,0.52,2,153,3,0,0,"0","left"
"5008",0.4,0.53,2,151,3,0,0,"0","left"
"5019",0.9,0.97,4,258,5,0,0,"0","left"
"5022",0.85,0.95,5,236,5,0,0,"0","left"
"5031",0.43,0.45,2,135,3,0,0,"0","left"
"5032",0.43,0.53,2,146,3,0,0,"0","left"
"5036",0.38,0.53,2,156,3,0,0,"0","left"
"5037",0.4,0.5,2,128,3,0,0,"0","left"
"5038",0.89,0.86,5,275,5,0,0,"0","left"
"5047",0.87,0.98,4,248,5,0,0,"0","left"
"5048",0.6,0.92,2,258,5,0,0,"0","left"
"5049",0.44,0.45,2,156,3,0,0,"1","left"
"5050",0.11,0.81,6,266,4,1,0,"1","left"
"5051",0.42,0.54,2,156,3,0,0,"1","left"
"5052",0.88,0.88,5,232,5,1,0,"1","left"
"5058",0.42,0.5,2,139,3,0,0,"1","left"
"5064",0.44,0.51,2,127,3,0,0,"1","left"
"5067",0.09,0.96,6,296,4,0,0,"0","left"
"5077",0.1,0.93,6,289,4,1,0,"0","left"
"5086",0.41,0.49,2,146,3,0,0,"0","left"
"5089",0.38,0.51,2,146,3,0,0,"1","left"
"5096",0.1,0.77,7,250,5,0,0,"1","left"
"5100",0.37,0.46,2,149,3,0,0,"2","left"
"5101",0.11,0.81,5,287,4,0,0,"0","left"
"5102",0.41,0.48,2,145,3,0,0,"1","left"
"5106",0.4,0.54,2,139,3,0,0,"0","left"
"5136",0.9,1,5,232,5,0,0,"1","left"
"5137",0.41,0.56,2,143,3,0,0,"1","left"
"5160",0.1,0.83,6,258,4,0,0,"0","left"
"5163",0.1,0.82,6,266,4,0,0,"0","left"
"5164",0.37,0.45,2,142,3,0,0,"0","left"
"5167",0.36,0.57,2,142,3,0,0,"1","left"
"5172",0.31,0.56,4,238,2,0,0,"1","left"
"5174",0.44,0.45,2,156,3,0,0,"1","left"
"5183",0.42,0.57,2,154,3,1,0,"1","left"
"5185",0.45,0.55,2,148,3,0,0,"0","left"
"5188",0.42,0.56,2,133,3,0,0,"0","left"
"5194",0.91,1,5,251,6,0,0,"0","left"
"5196",0.74,1,5,275,5,0,0,"0","left"
"5202",0.91,0.92,4,246,5,0,0,"0","left"
"5206",0.45,0.53,2,138,3,0,0,"1","left"
"5208",0.91,0.97,5,233,5,0,0,"1","left"
"5209",0.42,0.48,2,155,3,0,0,"1","left"
"5215",0.1,0.94,6,287,4,0,0,"1","left"
"5223",0.41,0.52,2,127,3,1,0,"0","left"
"5227",0.87,0.84,4,264,6,0,0,"0","left"
"5231",0.43,0.53,2,160,3,0,0,"0","left"
"5232",0.77,0.9,4,237,5,0,0,"0","left"
"5236",0.77,1,5,229,5,0,0,"0","left"
"5252",0.41,0.48,2,136,3,0,0,"1","left"
"5253",0.4,0.48,2,137,3,0,0,"1","left"
"5254",0.43,0.49,2,135,3,0,0,"1","left"
"5260",0.37,0.48,2,134,3,0,0,"1","left"
"5264",0.1,0.85,6,260,4,0,0,"0","left"
"5274",0.37,0.49,2,151,3,0,0,"0","left"
"5285",0.39,0.51,2,151,3,0,0,"1","left"
"5297",0.43,0.51,2,155,3,0,0,"1","left"
"5299",0.11,0.97,6,289,5,0,0,"1","left"
"5313",0.39,0.51,2,129,3,0,0,"0","left"
"5316",0.1,0.95,7,289,4,0,0,"0","left"
"5321",0.09,0.9,7,289,4,0,0,"0","left"
"5330",0.11,0.85,6,305,4,0,0,"1","left"
"5333",0.11,0.94,7,244,4,0,0,"1","left"
"5338",0.43,0.49,2,135,3,0,0,"1","left"
"5339",0.78,1,5,236,5,0,0,"1","left"
"5344",0.11,0.96,6,298,4,0,0,"0","left"
"5350",0.46,0.48,2,141,3,1,0,"0","left"
"5356",0.4,0.57,2,160,3,0,0,"0","left"
"5359",0.79,0.58,3,294,4,0,0,"0","left"
"5365",0.73,1,4,252,5,0,0,"1","left"
"5370",0.48,0.78,2,198,2,0,0,"1","left"
"5373",0.39,0.55,2,159,3,0,0,"2","left"
"5376",0.74,0.87,5,242,5,0,0,"1","left"
"5381",0.8,0.83,2,211,3,0,0,"0","left"
"5382",0.87,0.9,5,258,5,0,0,"0","left"
"5384",0.38,0.55,2,148,3,0,0,"0","left"
"5390",0.86,0.84,5,222,5,0,0,"0","left"
"5391",0.11,0.9,6,263,4,0,0,"0","left"
"5400",0.38,0.56,2,161,3,0,0,"1","left"
"5403",0.1,0.85,7,279,4,0,0,"1","left"
"5404",0.09,0.95,7,256,4,0,0,"1","left"
"5418",0.38,0.5,2,140,3,0,0,"0","left"
"5425",0.34,0.67,4,141,2,0,0,"0","left"
"5426",0.11,0.89,6,260,5,0,0,"0","left"
"5429",0.39,0.57,2,127,3,0,0,"0","left"
"5446",0.09,0.77,6,290,4,0,0,"1","left"
"5448",0.1,0.89,7,308,4,0,0,"1","left"
"5449",0.77,1,4,232,5,0,0,"1","left"
"5454",0.44,0.5,2,130,3,0,0,"1","left"
"5456",0.78,0.89,5,274,6,0,0,"1","left"
"5457",0.1,0.79,6,256,5,0,0,"0","left"
"5458",0.1,0.77,5,276,4,0,0,"0","left"
"5462",0.1,0.92,6,258,4,0,0,"0","left"
"5467",0.37,0.46,2,149,3,0,0,"0","left"
"5468",0.46,0.5,2,157,3,0,0,"0","left"
"5485",0.42,0.75,3,218,4,0,0,"1","left"
"5488",0.78,0.71,3,249,5,0,0,"1","left"
"5489",0.35,0.99,3,236,4,0,0,"1","left"
"5494",0.46,0.54,2,143,3,0,0,"1","left"
"5499",0.45,0.54,2,152,3,0,0,"0","left"
"5506",0.84,0.98,5,270,5,0,0,"0","left"
"5508",0.4,0.51,2,144,3,0,0,"0","left"
"5510",0.43,0.47,2,131,3,0,0,"0","left"
"5518",0.45,0.56,2,146,3,0,0,"1","left"
"5529",0.83,0.99,5,258,5,0,0,"2","left"
"5533",0.11,0.85,7,275,4,0,0,"1","left"
"5534",0.1,0.89,7,291,4,0,0,"1","left"
"5536",0.44,0.49,2,154,3,0,0,"0","left"
"5547",0.43,0.52,2,150,3,0,0,"0","left"
"5548",0.66,0.93,5,253,5,0,0,"0","left"
"5560",0.75,0.81,5,227,5,0,0,"1","left"
"5567",0.42,0.54,2,159,3,0,0,"1","left"
"5568",0.38,0.5,2,152,3,0,0,"2","left"
"5580",0.59,0.73,2,230,3,0,0,"0","Working"
"5582",0.16,0.73,4,197,2,0,0,"0","Working"
"5591",0.9,0.93,4,263,3,1,0,"1","Working"
"5594",0.59,0.88,3,159,2,0,0,"1","Working"
"5595",0.56,0.83,3,236,3,1,0,"1","Working"
"5601",0.2,0.97,4,237,5,0,0,"1","Working"
"5605",0.63,0.94,4,219,3,0,0,"0","Working"
"5606",0.85,0.99,3,208,2,0,0,"0","Working"
"5610",0.61,0.75,3,140,3,0,0,"0","Working"
"5613",0.96,0.51,4,225,3,0,0,"1","Working"
"5620",0.54,0.93,4,184,2,1,0,"1","Working"
"5633",0.65,0.75,3,214,3,0,0,"1","Working"
"5649",0.22,0.54,6,169,4,0,0,"0","Working"
"5653",0.99,0.81,3,183,2,0,0,"0","Working"
"5655",0.59,0.69,3,162,3,0,0,"0","Working"
"5660",0.96,0.85,5,168,2,0,0,"0","Working"
"5665",0.83,0.74,4,249,2,0,0,"1","Working"
"5666",0.49,0.37,5,246,3,0,0,"1","Working"
"5670",0.93,0.56,5,140,3,0,0,"1","Working"
"5690",0.73,0.62,4,247,4,0,0,"0","Working"
"5702",0.95,0.48,4,228,2,0,0,"1","Working"
"5707",0.59,0.96,5,211,3,0,0,"1","Working"
"5710",1,0.86,4,245,4,0,0,"1","Working"
"5719",0.14,0.66,5,281,4,1,0,"1","Working"
"5729",0.82,0.62,3,152,6,0,0,"0","Working"
"5734",0.68,0.78,5,233,3,0,0,"2","Working"
"5751",0.87,0.64,5,234,2,1,0,"1","Working"
"5756",0.84,0.96,6,155,5,0,0,"1","Working"
"5776",0.97,0.74,4,209,2,0,0,"0","Working"
"5778",0.95,0.53,3,264,3,0,0,"0","Working"
"5781",0.89,0.99,4,205,2,0,1,"1","Working"
"5785",0.87,0.94,4,189,3,0,1,"1","Working"
"5787",0.75,0.77,5,199,4,0,0,"1","Working"
"5789",0.13,0.62,5,268,3,0,0,"1","Working"
"5797",0.61,0.42,3,104,2,0,0,"1","Working"
"5800",0.56,0.74,3,154,2,0,0,"1","Working"
"5804",0.78,0.59,5,236,3,0,0,"2","Working"
"5805",0.48,0.53,3,211,4,0,0,"0","Working"
"5807",0.16,0.76,4,223,4,0,0,"0","Working"
"5828",0.7,0.87,3,166,2,0,0,"1","Working"
"5830",0.73,0.93,3,249,2,0,0,"1","Working"
"5846",0.71,0.72,3,271,2,0,0,"0","Working"
"5847",0.71,0.68,5,226,3,0,0,"0","Working"
"5848",0.95,0.62,4,150,2,0,0,"0","Working"
"5852",0.93,0.91,2,238,2,1,0,"0","Working"
"5857",0.84,0.54,3,245,3,0,0,"0","Working"
"5866",0.12,0.61,6,257,3,0,0,"1","Working"
"5869",0.79,0.65,5,215,2,1,0,"1","Working"
"5870",0.96,0.68,3,132,2,0,0,"1","Working"
"5874",0.87,0.71,4,157,2,0,0,"1","Working"
"5885",0.65,0.67,3,240,2,1,0,"0","Working"
"5894",0.76,0.57,3,148,3,1,0,"0","Working"
"5899",0.92,0.98,3,149,3,0,0,"1","Working"
"5906",0.66,0.91,4,234,2,1,0,"1","Working"
"5908",0.8,0.62,5,190,4,1,0,"1","Working"
"5921",0.79,0.79,4,231,2,0,0,"0","Working"
"5925",0.79,0.59,4,187,2,0,0,"0","Working"
"5932",0.49,0.52,3,156,2,0,0,"0","Working"
"5949",0.62,0.51,4,193,3,0,0,"2","Working"
"5951",0.88,0.51,3,208,3,0,0,"1","Working"
"5953",0.76,0.79,5,187,4,0,0,"1","Working"
"5963",0.88,0.72,5,244,2,0,0,"0","Working"
"5965",0.83,0.49,4,218,2,0,0,"0","Working"
"5967",0.65,0.79,5,233,3,0,0,"0","Working"
"5969",0.52,0.43,3,176,3,0,0,"0","Working"
"5973",0.63,0.91,4,252,3,1,0,"1","Working"
"5974",0.69,0.98,4,180,3,0,0,"1","Working"
"5981",0.69,0.52,3,186,3,0,0,"1","Working"
"5988",0.43,0.51,5,168,4,0,0,"1","Working"
"5990",0.59,0.65,5,265,3,0,0,"1","Working"
"5994",0.17,0.55,6,240,6,0,0,"0","Working"
"5995",0.78,0.55,3,143,3,0,0,"0","Working"
"5996",0.73,0.68,3,121,5,0,0,"0","Working"
"6004",0.79,0.67,5,156,2,0,0,"0","Working"
"6012",0.49,0.67,2,190,8,0,0,"1","Working"
"6014",0.81,0.55,4,217,8,0,0,"1","Working"
"6016",0.21,0.7,3,238,8,0,0,"1","Working"
"6018",0.51,0.8,4,198,6,0,0,"1","Working"
"6025",0.65,0.91,4,224,2,1,0,"0","Working"
"6029",0.66,0.58,4,244,3,0,0,"1","Working"
"6030",0.67,0.68,4,171,3,0,0,"0","Working"
"6031",0.86,0.82,4,274,2,1,0,"0","Working"
"6038",0.75,0.61,3,263,3,0,0,"0","Working"
"6053",0.29,0.39,6,105,6,0,0,"1","Working"
"6058",0.66,0.58,3,157,2,0,0,"1","Working"
"6060",0.45,0.48,3,145,2,0,0,"1","Working"
"6063",0.49,0.59,5,140,3,0,0,"2","Working"
"6067",0.94,0.95,5,170,3,0,0,"1","Working"
"6071",0.7,0.54,5,263,3,0,0,"0","Working"
"6073",0.12,0.49,4,191,5,0,0,"0","Working"
"6078",0.49,0.63,3,181,3,1,0,"1","Working"
"6080",0.82,0.89,4,239,2,0,0,"1","Working"
"6085",0.48,0.74,2,271,8,1,0,"1","Working"
"6094",0.72,0.98,4,156,3,0,0,"1","Working"
"6096",0.86,0.82,4,212,2,0,0,"1","Working"
"6097",0.61,0.5,4,269,3,0,0,"1","Working"
"6099",0.51,0.63,4,198,2,0,0,"1","Working"
"6103",0.69,0.83,4,252,3,0,0,"1","Working"
"6107",0.96,0.82,4,244,3,0,0,"2","Working"
"6108",0.77,0.81,4,164,3,0,0,"2","Working"
"6109",0.85,0.87,6,232,5,0,0,"2","Working"
"6111",0.68,0.65,3,173,3,1,0,"2","Working"
"6117",0.85,0.94,5,235,4,0,0,"0","Working"
"6121",0.6,0.79,4,262,3,0,0,"0","Working"
"6123",0.49,1,2,125,4,1,0,"0","Working"
"6124",0.19,0.36,3,167,5,0,0,"0","Working"
"6126",0.53,0.91,5,181,3,0,0,"0","Working"
"6129",0.29,0.75,6,271,10,0,0,"1","Working"
"6132",0.71,0.76,4,148,8,0,0,"1","Working"
"6136",0.19,0.97,6,269,6,0,0,"1","Working"
"6142",0.63,0.57,4,192,3,0,0,"2","Working"
"6145",0.55,0.68,3,178,3,1,0,"2","Working"
"6150",0.56,0.94,3,154,3,1,0,"0","Working"
"6152",0.57,0.59,4,250,2,0,0,"0","Working"
"6156",0.54,0.95,4,256,3,0,0,"0","Working"
"6157",0.99,0.8,3,209,2,0,0,"1","Working"
"6162",0.52,0.63,3,204,3,0,0,"1","Working"
"6169",0.91,0.68,4,132,4,0,0,"1","Working"
"6170",0.54,0.68,6,249,5,0,0,"1","Working"
"6171",0.48,0.77,6,274,6,0,0,"1","Working"
"6176",0.65,0.91,4,243,5,1,0,"1","Working"
"6178",0.95,0.88,3,199,3,0,0,"1","Working"
"6185",0.92,0.93,4,225,2,0,1,"1","Working"
"6187",0.48,0.77,5,250,2,0,1,"1","Working"
"6190",0.57,0.46,2,100,6,1,1,"1","Working"
"6194",0.48,0.67,3,183,2,0,0,"0","Working"
"6196",0.47,0.56,4,226,3,0,0,"0","Working"
"6207",0.17,0.57,4,116,3,0,0,"1","Working"
"6214",0.38,0.43,3,188,7,0,0,"1","Working"
"6216",0.5,0.82,2,286,6,0,0,"1","Working"
"6218",0.93,0.95,5,176,6,0,1,"1","Working"
"6223",0.95,0.84,3,261,8,1,1,"1","Working"
"6228",0.97,0.66,5,234,6,0,0,"0","Working"
"6234",0.63,0.61,5,186,10,0,0,"0","Working"
"6245",0.78,0.89,4,272,2,0,0,"0","Working"
"6256",0.78,0.5,5,247,4,0,0,"1","Working"
"6259",0.24,0.94,6,144,4,0,0,"0","Working"
"6262",0.76,0.57,5,255,4,0,0,"1","Working"
"6268",0.98,0.98,4,170,10,0,0,"1","Working"
"6277",0.66,0.57,4,161,7,0,1,"1","Working"
"6280",0.56,0.71,3,211,6,0,1,"0","Working"
"6281",0.81,0.62,3,240,6,0,1,"0","Working"
"6283",0.5,0.73,4,180,3,0,0,"0","Working"
"6297",0.41,0.55,2,148,3,0,0,"0","left"
"6303",0.76,0.89,5,262,5,0,0,"0","left"
"6307",0.46,0.57,2,139,3,0,0,"0","left"
"6309",0.89,0.92,5,242,5,0,0,"0","left"
"6310",0.82,0.87,4,239,5,0,0,"0","left"
"6315",0.45,0.57,2,134,3,0,0,"0","left"
"6323",0.41,0.54,2,152,3,0,0,"0","left"
"6327",0.1,0.8,7,281,4,0,0,"0","left"
"6329",0.84,0.74,3,182,4,0,0,"0","left"
"6331",0.57,0.7,3,273,6,0,0,"0","left"
"6335",0.44,0.55,2,135,3,0,0,"0","left"
"6341",0.1,0.81,6,309,4,0,0,"0","left"
"6345",0.11,0.93,7,308,4,0,0,"1","left"
"6354",0.74,0.99,2,277,3,0,0,"1","left"
"6362",0.43,0.56,2,157,3,0,0,"0","left"
"6365",0.38,0.49,2,151,3,0,0,"0","left"
"6368",0.11,0.77,6,291,4,0,0,"0","left"
"6370",0.17,0.84,5,232,3,0,0,"0","left"
"6371",0.44,0.45,2,132,3,0,0,"0","left"
"6374",0.4,0.5,2,130,3,0,0,"0","left"
"6377",0.46,0.55,2,129,3,0,0,"0","left"
"6391",0.44,0.5,2,148,3,0,0,"1","left"
"6393",0.4,0.49,2,155,3,0,0,"1","left"
"6404",0.14,0.62,4,158,4,1,0,"0","left"
"6411",0.7,0.89,3,183,5,0,0,"0","left"
"6419",0.31,0.84,7,133,5,0,0,"0","left"
"6423",0.73,0.87,5,257,5,0,0,"0","left"
"6425",0.45,0.53,2,155,3,0,0,"0","left"
"6428",0.84,0.99,4,267,5,0,0,"0","left"
"6437",0.4,0.52,2,155,3,0,0,"0","left"
"6443",0.45,0.45,2,132,3,0,0,"0","left"
"6454",0.81,0.99,4,259,5,0,0,"0","left"
"6459",0.54,0.74,4,164,2,0,0,"0","left"
"6461",0.38,0.5,2,140,3,0,0,"1","left"
"6478",0.89,0.95,4,275,5,0,0,"1","left"
"6479",0.09,0.8,6,304,4,0,0,"0","left"
"6482",0.1,0.89,7,285,4,0,0,"0","left"
"6487",0.1,0.93,6,256,4,0,0,"0","left"
"6506",0.37,0.51,2,153,3,0,0,"0","left"
"6508",0.4,0.56,2,149,3,0,0,"0","left"
"6519",0.83,0.85,4,255,5,0,0,"0","left"
"6528",0.89,0.86,5,275,5,0,0,"0","left"
"6530",0.37,0.48,2,159,3,0,0,"0","left"
"6545",0.82,0.97,5,263,5,0,0,"1","left"
"6550",0.11,0.95,6,286,4,0,0,"1","left"
"6555",0.11,0.84,6,251,4,0,0,"1","left"
"6556",0.81,0.93,5,270,5,0,0,"1","left"
"6557",0.09,0.96,6,296,4,0,0,"0","left"
"6562",0.09,0.78,6,254,4,0,0,"0","left"
"6566",0.83,0.92,5,267,6,0,0,"0","left"
"6567",0.1,0.93,6,289,4,1,0,"0","left"
"6571",0.11,0.79,6,292,4,0,1,"0","left"
"6573",0.36,0.48,2,137,3,0,0,"0","left"
"6584",0.45,0.55,2,151,3,0,0,"1","left"
"6586",0.1,0.77,7,250,5,0,0,"1","left"
"6589",0.45,0.47,2,135,3,0,0,"1","left"
"6591",0.11,0.81,5,287,4,0,0,"0","left"
"6594",0.1,0.93,7,305,4,0,0,"1","left"
"6605",0.82,0.84,5,244,5,0,0,"0","left"
"6608",0.37,0.45,2,131,3,0,0,"0","left"
"6609",0.41,0.52,2,135,3,0,0,"0","left"
"6611",0.88,0.99,5,262,6,0,0,"0","left"
"6616",0.09,0.98,6,271,4,0,0,"0","left"
"6623",0.1,0.91,6,246,4,0,0,"1","left"
"6625",0.37,0.47,2,141,3,0,0,"1","left"
"6626",0.9,1,5,232,5,0,0,"1","left"
"6629",0.1,0.86,6,278,4,0,0,"2","left"
"6633",0.4,0.46,2,149,3,0,0,"1","left"
"6638",0.33,0.88,6,219,5,0,0,"0","left"
"6640",0.41,0.55,2,154,3,0,0,"0","left"
"6641",0.37,0.54,2,149,3,0,0,"0","left"
"6648",0.4,0.5,2,141,3,1,0,"0","left"
"6651",0.4,0.56,2,131,3,0,0,"0","left"
"6653",0.1,0.82,6,266,4,0,0,"0","left"
"6666",0.45,0.48,2,144,3,0,0,"1","left"
"6671",0.1,0.97,6,247,4,0,0,"1","left"
"6677",0.11,0.93,6,282,4,0,0,"0","left"
"6682",0.87,0.83,4,265,6,0,0,"0","left"
"6683",0.1,0.87,6,250,4,0,0,"0","left"
"6685",0.76,0.92,4,246,5,0,0,"0","left"
"6694",0.28,0.45,6,218,4,0,0,"0","left"
"6708",0.45,0.46,2,130,3,0,0,"0","left"
"6717",0.87,0.84,4,264,6,0,0,"0","left"
"6719",0.41,0.47,2,135,3,0,0,"0","left"
"6720",0.11,0.85,6,261,4,0,0,"0","left"
"6725",0.36,0.78,2,151,4,0,0,"0","left"
"6729",0.09,0.94,6,283,5,0,0,"0","left"
"6730",0.44,0.46,2,143,3,0,0,"0","left"
"6731",0.1,0.84,5,298,4,0,0,"0","left"
"6734",0.81,0.9,4,226,5,0,0,"1","left"
"6735",0.85,0.98,5,248,5,0,0,"1","left"
"6739",0.44,0.53,2,127,3,0,0,"1","left"
"6743",0.4,0.48,2,137,3,0,0,"1","left"
"6744",0.43,0.49,2,135,3,0,0,"1","left"
"6748",0.82,0.98,5,234,5,0,0,"1","left"
"6752",0.9,0.92,5,245,5,0,0,"0","left"
"6753",0.41,0.52,2,159,3,0,0,"0","left"
"6754",0.1,0.85,6,260,4,0,0,"0","left"
"6756",0.89,0.85,5,266,5,0,0,"0","left"
"6758",0.87,1,5,242,5,0,0,"0","left"
"6759",0.45,0.57,2,134,3,0,0,"0","left"
"6760",0.11,0.87,5,271,4,0,0,"0","left"
"6761",0.09,0.79,6,275,4,0,0,"0","left"
"6766",0.77,0.87,4,242,6,0,0,"0","left"
"6768",0.38,0.52,2,145,3,0,0,"0","left"
"6771",0.19,1,4,192,4,0,0,"0","left"
"6775",0.39,0.51,2,151,3,0,0,"1","left"
"6776",0.11,0.83,6,244,4,0,0,"1","left"
"6780",0.1,0.82,6,244,4,0,0,"1","left"
"6789",0.11,0.97,6,289,5,0,0,"1","left"
"6790",0.83,0.98,4,259,5,0,0,"1","left"
"6794",0.44,0.48,2,146,3,0,0,"0","left"
"6802",0.44,0.54,2,151,3,0,0,"0","left"
"6804",0.87,0.94,4,274,5,0,0,"0","left"
"6807",0.74,0.82,4,239,6,0,0,"0","left"
"6821",0.45,0.45,2,154,3,1,0,"1","left"
"6824",0.45,0.54,2,129,3,0,0,"2","left"
"6825",0.81,0.87,4,254,5,0,0,"0","left"
"6831",0.37,0.5,2,141,3,0,0,"0","left"
"6833",0.41,0.47,2,138,3,0,0,"0","left"
"6834",0.11,0.96,6,298,4,0,0,"0","left"
"6836",0.82,0.85,5,248,5,0,0,"0","left"
"6838",0.43,0.53,2,150,3,0,0,"0","left"
"6845",0.37,0.53,2,131,3,0,0,"0","left"
"6857",0.36,0.47,2,148,3,0,0,"1","left"
"6859",0.39,0.49,2,129,3,0,0,"1","left"
"6867",0.44,0.56,2,145,3,0,0,"1","left"
"6874",0.38,0.55,2,148,3,0,0,"0","left"
"6878",0.1,0.77,6,255,4,0,0,"0","left"
"6879",0.09,0.87,5,263,4,0,0,"0","left"
"6885",0.84,0.94,5,222,6,0,0,"0","left"
"6891",0.11,0.88,5,250,4,0,0,"1","left"
"6901",0.83,0.95,4,251,5,0,0,"1","left"
"6902",0.45,0.57,2,148,3,0,0,"2","left"
"6903",0.43,0.51,2,141,3,0,0,"0","left"
"6908",0.38,0.5,2,140,3,0,0,"0","left"
"6912",0.72,0.85,5,244,6,0,0,"0","left"
"6917",0.38,0.56,2,154,3,0,0,"0","left"
"6918",0.82,0.92,5,225,5,0,0,"0","left"
"6921",0.43,0.52,2,147,3,0,0,"0","left"
"6922",0.84,0.83,4,227,5,0,0,"0","left"
"6928",0.58,0.62,4,238,3,0,0,"0","left"
"6936",0.09,0.77,6,290,4,0,0,"1","left"
"6941",0.43,0.55,2,130,3,0,0,"2","left"
"6946",0.1,0.79,6,275,4,0,0,"0","left"
"6954",0.43,0.56,2,129,3,0,0,"0","left"
"6963",0.43,0.53,2,147,3,0,0,"1","left"
"6969",0.75,1,5,223,6,0,0,"1","left"
"6975",0.45,0.46,2,159,3,0,0,"2","left"
"6979",0.79,0.93,5,268,5,0,0,"1","left"
"6987",0.4,0.49,2,144,3,0,0,"0","left"
"6988",0.43,0.54,2,142,3,0,0,"0","left"
"6989",0.76,0.87,5,262,5,0,0,"0","left"
"6992",0.37,0.54,2,157,3,0,0,"0","left"
"6995",0.11,0.86,6,286,4,0,0,"0","left"
