"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","salary","Status"
"3469",0.98,0.6,4,191,3,0,0,"0","Working"
"3470",0.51,0.78,5,225,4,0,0,"0","Working"
"3474",0.98,0.86,4,254,2,1,0,"0","Working"
"3475",0.81,0.76,3,203,3,0,0,"1","Working"
"3476",0.17,0.79,2,126,5,0,0,"1","Working"
"3477",0.22,0.65,6,212,4,0,0,"1","Working"
"3478",0.67,0.69,5,225,3,0,0,"1","Working"
"3479",0.72,0.83,5,193,2,0,0,"1","Working"
"3480",0.67,0.91,3,147,3,0,0,"1","Working"
"3481",0.47,0.55,2,156,2,0,0,"1","Working"
"3484",0.48,0.94,4,231,4,0,0,"1","Working"
"3485",0.66,0.99,4,209,3,0,0,"1","Working"
"3486",0.58,0.5,3,144,3,0,0,"1","Working"
"3488",0.86,0.77,5,230,2,0,0,"1","Working"
"3490",0.75,0.54,6,138,4,1,0,"1","Working"
"3491",0.49,0.89,2,233,4,1,0,"1","Working"
"3492",0.31,0.5,3,262,5,0,0,"1","Working"
"3493",0.83,0.75,6,215,5,0,0,"1","Working"
"3494",0.7,0.55,4,227,3,0,0,"1","Working"
"3496",0.57,0.92,3,238,2,0,0,"1","Working"
"3497",0.37,0.45,6,100,5,1,0,"1","Working"
"3498",0.69,0.75,3,179,2,1,0,"2","Working"
"3500",0.5,0.68,4,274,4,0,0,"1","Working"
"3502",0.2,0.41,6,264,3,0,0,"1","Working"
"3503",0.22,0.58,2,255,5,0,0,"1","Working"
"3504",0.63,0.79,5,215,2,1,0,"1","Working"
"3505",0.68,0.53,3,156,4,0,0,"1","Working"
"3506",0.52,0.49,3,146,2,1,0,"1","Working"
"3507",0.22,0.52,6,217,6,0,0,"1","Working"
"3509",0.66,0.92,4,239,3,0,0,"1","Working"
"3510",0.26,0.37,2,232,3,1,0,"0","Working"
"3512",0.86,0.77,5,237,3,1,0,"0","Working"
"3515",0.63,0.94,2,228,2,1,0,"0","Working"
"3517",0.54,0.58,3,169,2,1,0,"2","Working"
"3518",0.9,0.7,3,147,4,0,0,"0","Working"
"3519",0.49,0.99,6,205,5,0,0,"2","Working"
"3520",0.81,0.6,3,140,2,0,0,"2","Working"
"3521",0.5,0.66,4,150,4,0,0,"0","Working"
"3522",0.7,0.88,4,191,3,1,0,"0","Working"
"3523",0.5,0.85,4,150,2,0,0,"2","Working"
"3524",0.98,0.66,2,255,3,0,0,"0","Working"
"3525",0.86,0.51,3,230,3,0,0,"1","Working"
"3527",0.62,0.75,3,180,3,0,0,"1","Working"
"3529",0.66,0.94,4,198,3,1,0,"1","Working"
"3531",0.89,0.84,3,166,2,0,0,"2","Working"
"3532",0.77,0.58,4,162,2,0,0,"1","Working"
"3533",0.4,0.36,4,128,4,0,0,"1","Working"
"3536",0.9,0.64,4,139,3,1,0,"1","Working"
"3537",0.23,0.49,5,214,5,0,0,"2","Working"
"3539",0.98,0.92,4,175,2,0,0,"1","Working"
"3540",0.49,0.48,2,186,2,0,0,"1","Working"
"3541",0.23,0.48,3,139,4,0,0,"1","Working"
"3542",0.79,0.71,3,202,3,0,0,"1","Working"
"3543",0.21,0.76,4,165,6,1,0,"0","Working"
"3544",0.38,0.92,5,238,2,0,0,"0","Working"
"3547",0.97,0.7,5,195,2,1,0,"0","Working"
"3549",0.84,0.88,3,194,3,0,0,"0","Working"
"3550",0.64,0.63,5,105,5,1,0,"0","Working"
"3551",0.78,0.69,5,256,3,0,0,"0","Working"
"3552",0.23,0.4,6,110,4,1,0,"0","Working"
"3554",0.15,0.76,4,255,6,0,0,"0","Working"
"3555",0.24,0.96,3,174,6,0,0,"0","Working"
"3556",0.84,0.71,4,273,3,0,0,"0","Working"
"3557",0.82,0.58,2,248,6,0,0,"0","Working"
"3558",0.17,0.86,3,286,6,0,0,"2","Working"
"3559",0.72,0.71,5,248,2,0,0,"0","Working"
"3560",0.86,0.91,3,234,3,1,0,"0","Working"
"3561",0.75,0.55,3,162,3,0,0,"0","Working"
"3563",0.75,0.52,3,260,3,1,0,"0","Working"
"3565",0.44,0.87,2,140,4,0,0,"2","Working"
"3566",0.55,0.9,5,237,3,0,0,"1","Working"
"3567",0.78,0.56,5,252,2,0,0,"2","Working"
"3568",0.5,0.52,4,178,3,0,0,"1","Working"
"3569",0.96,0.66,4,268,3,0,0,"1","Working"
"3573",0.58,0.79,4,149,6,0,0,"1","Working"
"3574",0.75,0.96,5,190,3,0,0,"1","Working"
"3577",0.87,0.76,4,218,2,0,0,"0","Working"
"3579",0.73,0.54,3,150,3,0,0,"1","Working"
"3580",0.2,0.56,5,181,6,0,0,"1","Working"
"3581",0.55,0.43,3,120,6,1,0,"1","Working"
"3582",0.21,0.53,3,229,5,0,0,"1","Working"
"3584",0.61,0.87,4,151,3,0,0,"1","Working"
"3586",0.65,0.76,4,193,2,0,0,"1","Working"
"3587",0.7,0.48,4,229,2,0,0,"2","Working"
"3588",0.79,0.95,3,222,4,0,0,"0","Working"
"3589",0.99,0.67,3,200,2,0,0,"0","Working"
"3590",0.52,0.77,4,134,4,0,0,"0","Working"
"3591",0.71,0.97,3,219,3,0,0,"2","Working"
"3593",0.4,0.62,3,283,5,0,0,"0","Working"
"3595",0.79,0.6,4,161,3,0,0,"2","Working"
"3596",0.88,0.58,5,264,3,0,0,"0","Working"
"3597",0.89,0.93,4,137,2,0,0,"0","Working"
"3598",0.61,0.72,3,144,2,0,0,"0","Working"
"3599",0.48,0.54,4,105,5,1,0,"0","Working"
"3600",0.81,0.98,6,196,2,0,0,"0","Working"
"3602",0.92,0.53,3,253,3,0,0,"0","Working"
"3604",0.74,0.55,6,130,2,0,0,"1","Working"
"3606",0.81,0.55,3,127,4,0,0,"1","Working"
"3607",0.59,0.7,2,153,2,0,0,"1","Working"
"3608",0.9,0.58,5,260,2,0,0,"1","Working"
"3609",0.98,0.9,4,247,2,0,0,"1","Working"
"3610",0.56,0.55,3,250,4,0,0,"1","Working"
"3611",0.86,0.89,4,136,4,0,0,"1","Working"
"3613",0.94,0.53,4,183,3,0,0,"1","Working"
"3614",0.68,0.96,4,255,3,0,0,"1","Working"
"3615",0.81,0.69,5,109,2,0,0,"2","Working"
"3616",0.68,0.66,4,229,3,0,0,"1","Working"
"3617",0.7,0.87,3,166,2,0,0,"1","Working"
"3619",0.73,0.93,3,249,2,0,0,"1","Working"
"3620",0.87,0.48,4,264,3,0,0,"1","Working"
"3621",0.65,0.98,3,252,2,0,0,"2","Working"
"3622",0.62,0.7,2,134,3,0,0,"0","Working"
"3623",0.53,0.51,3,274,2,1,0,"1","Working"
"3624",0.59,0.39,5,200,4,0,0,"1","Working"
"3625",0.87,0.72,2,154,3,0,0,"1","Working"
"3627",0.96,0.81,3,247,3,0,0,"0","Working"
"3628",0.79,0.74,3,169,3,0,0,"0","Working"
"3629",0.84,0.6,3,250,3,1,0,"0","Working"
"3630",0.68,0.49,3,178,3,1,0,"0","Working"
"3633",0.9,0.67,2,229,4,0,0,"0","Working"
"3634",0.63,0.64,3,180,3,0,0,"0","Working"
"3635",0.71,0.72,3,271,2,0,0,"0","Working"
"3636",0.71,0.68,5,226,3,0,0,"0","Working"
"3638",0.51,0.86,4,260,3,1,0,"0","Working"
"3640",0.48,0.51,3,136,3,0,0,"0","Working"
"3642",0.83,0.86,4,98,4,0,0,"0","Working"
"3643",0.61,0.73,5,156,4,0,0,"0","Working"
"3644",0.97,0.89,4,248,2,0,0,"0","Working"
"3645",0.5,0.81,3,170,2,0,0,"0","Working"
"3648",0.59,0.72,3,182,3,0,0,"1","Working"
"3649",0.77,0.83,3,175,3,0,1,"1","Working"
"3650",0.78,0.4,4,145,5,1,1,"1","Working"
"3651",0.6,0.96,4,220,3,1,1,"1","Working"
"3652",0.53,0.77,4,259,2,1,1,"1","Working"
"3653",0.73,0.69,3,228,2,0,1,"1","Working"
"3654",0.76,0.94,3,189,3,0,0,"1","Working"
"3655",0.12,0.61,6,257,3,0,0,"1","Working"
"3656",0.2,0.98,3,180,6,0,0,"1","Working"
"3657",0.5,0.77,4,180,3,0,0,"1","Working"
"3658",0.79,0.65,5,215,2,1,0,"1","Working"
"3659",0.96,0.68,3,132,2,0,0,"1","Working"
"3660",0.26,0.69,5,213,2,0,0,"2","Working"
"3662",0.43,0.71,3,186,2,0,0,"1","Working"
"3663",0.87,0.71,4,157,2,0,0,"1","Working"
"3664",0.63,0.75,4,175,4,0,0,"1","Working"
"3665",0.58,0.48,3,135,3,1,0,"1","Working"
"3666",0.2,0.42,4,256,5,0,0,"0","Working"
"3667",0.62,0.71,4,268,3,0,0,"0","Working"
"3668",0.91,0.94,5,159,3,0,0,"0","Working"
"3669",0.66,0.91,3,191,4,0,0,"0","Working"
"3670",0.53,0.81,3,275,2,0,0,"0","Working"
"3671",0.52,0.98,5,217,2,1,0,"0","Working"
"3672",1,0.88,6,201,4,0,0,"0","Working"
"3673",0.73,0.67,4,205,3,0,0,"0","Working"
"3674",0.65,0.67,3,240,2,1,0,"0","Working"
"3675",0.5,0.95,5,137,3,0,0,"0","Working"
"3676",0.94,0.59,4,241,2,0,0,"0","Working"
"3677",0.48,0.86,5,198,4,0,0,"0","Working"
"3678",0.67,0.87,5,254,2,0,0,"0","Working"
"3680",0.63,0.71,4,244,2,0,0,"0","Working"
"3681",0.84,0.84,4,266,3,0,0,"0","Working"
"3682",0.2,0.94,6,191,5,0,0,"0","Working"
"3683",0.76,0.57,3,148,3,1,0,"0","Working"
"3684",0.55,0.54,3,233,2,0,0,"0","Working"
"3685",0.8,0.55,4,178,2,1,0,"0","Working"
"3686",0.64,0.91,3,165,3,1,0,"0","Working"
"3687",0.59,0.97,5,179,6,0,0,"1","Working"
"3688",0.92,0.98,3,149,3,0,0,"1","Working"
"3689",0.75,0.76,3,269,2,1,0,"1","Working"
"3690",0.69,0.74,5,227,2,0,0,"1","Working"
"3692",0.88,0.85,3,220,3,0,0,"1","Working"
"3693",0.89,0.91,3,233,2,0,0,"1","Working"
"3695",0.66,0.91,4,234,2,1,0,"1","Working"
"3700",1,0.73,5,189,3,1,0,"0","Working"
"3702",0.47,0.46,2,152,2,0,0,"1","Working"
"3703",0.92,0.64,4,217,4,0,0,"1","Working"
"3704",0.51,0.5,4,130,3,0,0,"1","Working"
"3705",0.81,0.62,4,153,4,0,0,"0","Working"
"3707",0.95,0.96,3,220,3,0,0,"0","Working"
"3708",0.93,0.64,4,253,3,0,0,"0","Working"
"3709",0.98,0.67,4,209,6,0,0,"0","Working"
"3710",0.79,0.79,4,231,2,0,0,"0","Working"
"3711",0.99,0.73,4,240,4,0,0,"0","Working"
"3713",0.54,0.44,3,153,2,0,0,"0","Working"
"3714",0.79,0.59,4,187,2,0,0,"0","Working"
"3715",0.55,0.98,4,185,2,1,0,"0","Working"
"3716",0.18,0.81,4,147,4,0,0,"0","Working"
"3718",0.92,0.67,2,252,2,0,0,"0","Working"
"3719",0.99,0.75,4,163,2,0,0,"0","Working"
"3721",0.49,0.52,3,156,2,0,0,"0","Working"
"3722",0.98,0.58,3,183,3,0,0,"0","Working"
"3723",0.18,0.54,6,209,5,1,0,"0","Working"
"3726",0.13,0.61,5,198,5,0,0,"1","Working"
"3729",0.8,0.94,4,271,4,0,1,"1","Working"
"3730",0.78,0.6,4,143,2,0,1,"1","Working"
"3732",0.85,0.98,5,222,3,0,1,"1","Working"
"3733",0.52,0.63,3,233,3,0,1,"1","Working"
"3734",0.95,0.84,3,270,3,1,1,"1","Working"
"3735",0.81,0.92,5,258,3,0,1,"1","Working"
"3736",0.16,0.82,6,202,4,1,1,"1","Working"
"3737",0.91,0.74,3,150,2,0,0,"1","Working"
"3738",0.62,0.51,4,193,3,0,0,"2","Working"
"3741",0.94,0.73,3,196,3,0,0,"1","Working"
"3743",0.49,0.67,3,140,2,0,0,"1","Working"
"3744",0.93,0.9,4,256,4,0,0,"0","Working"
"3745",0.92,0.66,4,113,3,0,0,"0","Working"
"3748",0.16,0.94,4,261,6,0,0,"0","Working"
"3750",0.69,0.53,3,153,3,0,0,"0","Working"
"3752",0.88,0.72,5,244,2,0,0,"0","Working"
"3753",0.31,0.42,4,108,4,0,0,"0","Working"
"3754",0.83,0.49,4,218,2,0,0,"0","Working"
"3755",0.94,0.52,5,133,3,0,0,"0","Working"
"3756",0.65,0.79,5,233,3,0,0,"0","Working"
"3757",0.6,0.6,4,147,3,0,0,"0","Working"
"3758",0.52,0.43,3,176,3,0,0,"0","Working"
"3760",0.87,0.87,4,144,3,0,0,"0","Working"
"3761",0.2,0.99,5,151,3,1,0,"0","Working"
"3762",0.63,0.91,4,252,3,1,0,"1","Working"
"3763",0.69,0.98,4,180,3,0,0,"1","Working"
"3765",0.8,0.8,4,263,4,0,0,"1","Working"
"3766",0.89,0.74,5,260,6,0,0,"1","Working"
"3767",0.67,0.63,3,227,3,0,0,"1","Working"
"3769",0.93,0.61,5,158,3,0,0,"1","Working"
"3771",0.16,0.61,4,171,6,0,0,"1","Working"
"3773",0.97,0.63,5,258,2,0,0,"1","Working"
"3774",0.77,0.59,4,273,2,0,0,"2","Working"
"3777",0.43,0.51,5,168,4,0,0,"1","Working"
"3780",0.89,0.71,4,190,3,0,0,"0","Working"
"3781",0.54,0.73,3,157,3,0,0,"0","Working"
"3783",0.17,0.55,6,240,6,0,0,"0","Working"
"3784",0.78,0.55,3,143,3,0,0,"0","Working"
"3786",0.65,0.76,2,170,5,0,0,"0","Working"
"3787",0.8,0.71,4,161,4,0,0,"0","Working"
"3788",0.61,0.86,3,239,3,0,0,"0","Working"
"3789",0.67,0.49,3,224,3,0,0,"0","Working"
"3790",0.63,0.57,3,242,3,0,0,"0","Working"
"3791",0.51,0.58,4,140,2,1,0,"0","Working"
"3793",0.79,0.67,5,156,2,0,0,"0","Working"
"3794",0.49,0.6,2,113,5,0,0,"0","Working"
"3795",0.7,0.59,3,138,3,0,0,"0","Working"
"3796",0.13,0.5,3,137,5,0,0,"0","Working"
"3797",0.83,0.52,5,217,3,0,0,"0","Working"
"3798",0.83,0.91,3,155,3,0,0,"0","Working"
"3799",0.19,0.83,5,280,4,0,0,"0","Working"
"3800",0.8,0.81,5,248,2,1,0,"0","Working"
"3801",0.49,0.67,2,190,8,0,0,"1","Working"
"3802",0.92,0.99,3,176,8,0,0,"1","Working"
"3803",0.81,0.55,4,217,8,0,0,"1","Working"
"3804",0.62,0.91,3,269,8,0,0,"1","Working"
"3805",0.21,0.7,3,238,8,0,0,"1","Working"
"3806",0.95,0.74,5,243,6,0,0,"1","Working"
"3807",0.51,0.8,4,198,6,0,0,"1","Working"
"3808",0.52,0.89,3,188,6,0,0,"1","Working"
"3809",0.64,0.56,3,257,6,0,0,"1","Working"
"3810",0.62,0.79,4,268,6,0,0,"1","Working"
"3812",0.32,0.86,4,214,5,0,0,"1","Working"
"3813",0.78,0.96,2,285,3,0,0,"2","Working"
"3814",0.65,0.91,4,224,2,1,0,"0","Working"
"3815",0.56,0.92,4,224,3,0,0,"1","Working"
"3820",0.86,0.82,4,274,2,1,0,"0","Working"
"3821",0.57,0.72,4,214,2,1,0,"0","Working"
"3822",0.86,0.87,5,171,2,0,0,"0","Working"
"3823",0.52,0.59,5,150,2,0,0,"0","Working"
"3826",0.95,0.63,3,153,2,0,0,"0","Working"
"3827",0.75,0.61,3,263,3,0,0,"0","Working"
"3828",0.83,0.52,2,149,2,1,0,"0","Working"
"3829",0.48,1,4,261,3,0,0,"0","Working"
"3830",0.3,0.58,2,189,4,1,0,"0","Working"
"3831",0.72,0.85,5,237,4,0,0,"0","Working"
"3832",0.61,0.52,3,224,3,0,0,"0","Working"
"3833",0.31,0.87,6,240,3,1,0,"0","Working"
"3834",0.62,0.81,3,245,2,1,0,"0","Working"
"3835",0.48,0.49,3,268,3,0,0,"0","Working"
"3836",0.97,0.89,4,208,2,1,0,"0","Working"
"3837",0.61,0.83,4,153,2,0,0,"0","Working"
"3838",0.93,0.99,3,169,3,0,0,"0","Working"
"3839",0.89,0.39,5,218,2,0,0,"0","Working"
"3840",0.95,0.9,3,155,3,0,0,"1","Working"
"3841",0.36,0.44,5,155,3,0,0,"1","Working"
"3842",0.29,0.39,6,105,6,0,0,"1","Working"
"3843",0.65,0.83,4,251,2,0,0,"1","Working"
"3844",0.72,0.54,4,219,2,0,0,"1","Working"
"3845",0.51,0.56,4,198,2,1,0,"1","Working"
"3846",0.54,0.53,4,158,2,0,0,"1","Working"
"3847",0.66,0.58,3,157,2,0,0,"1","Working"
"3848",0.59,0.54,4,178,2,0,0,"1","Working"
"3849",0.45,0.48,3,145,2,0,0,"1","Working"
"3850",0.15,0.91,5,230,3,0,0,"1","Working"
"3851",0.95,0.53,3,174,3,0,0,"1","Working"
"3852",0.49,0.59,5,140,3,0,0,"2","Working"
"3853",0.68,0.97,3,174,2,0,0,"0","Working"
"3854",0.7,0.76,4,173,2,0,0,"1","Working"
"3855",0.9,0.73,2,203,4,0,0,"1","Working"
"3857",0.8,0.86,3,203,3,0,0,"1","Working"
"3858",0.59,0.53,5,169,3,0,0,"0","Working"
"3859",0.43,0.96,3,109,6,0,0,"0","Working"
"3860",0.7,0.54,5,263,3,0,0,"0","Working"
"3861",0.51,0.62,4,185,3,0,0,"0","Working"
"3862",0.12,0.49,4,191,5,0,0,"0","Working"
"3863",0.14,0.56,5,259,4,1,0,"0","Working"
"3864",0.86,0.91,4,253,3,0,0,"0","Working"
"3865",0.97,0.5,3,216,3,0,0,"0","Working"
"3866",1,0.86,2,264,3,0,0,"1","Working"
"3867",0.49,0.63,3,181,3,1,0,"1","Working"
"3868",0.9,0.93,3,209,3,0,0,"1","Working"
"3870",0.59,0.48,3,197,3,0,0,"1","Working"
"3871",0.97,0.57,4,150,2,0,0,"1","Working"
"3873",0.73,0.84,3,216,8,0,0,"1","Working"
"3874",0.48,0.74,2,271,8,1,0,"1","Working"
"3875",0.94,0.49,4,176,8,0,0,"1","Working"
"3876",0.74,0.73,3,156,8,0,0,"1","Working"
"3878",0.93,0.94,4,233,6,0,0,"1","Working"
"3880",0.9,0.49,3,259,6,0,0,"1","Working"
"3882",0.59,0.73,3,172,6,0,0,"1","Working"
"3883",0.72,0.98,4,156,3,0,0,"1","Working"
"3884",0.87,0.52,4,140,3,0,0,"1","Working"
"3885",0.86,0.82,4,212,2,0,0,"1","Working"
"3886",0.61,0.5,4,269,3,0,0,"1","Working"
"3887",0.45,0.63,5,111,5,0,0,"1","Working"
"3890",0.29,0.38,5,191,5,0,0,"1","Working"
"3891",0.57,0.64,3,188,3,0,0,"1","Working"
"3892",0.69,0.83,4,252,3,0,0,"1","Working"
"3893",0.61,0.9,2,142,3,0,0,"2","Working"
"3894",0.96,0.85,4,247,3,0,0,"2","Working"
"3895",0.16,0.61,6,269,2,0,0,"2","Working"
"3896",0.96,0.82,4,244,3,0,0,"2","Working"
"3897",0.77,0.81,4,164,3,0,0,"2","Working"
"3898",0.85,0.87,6,232,5,0,0,"2","Working"
"3899",0.37,0.49,3,177,3,0,0,"2","Working"
"3901",0.87,0.6,5,165,2,1,0,"2","Working"
"3902",0.95,0.8,3,225,2,0,0,"2","Working"
"3903",0.84,0.63,3,121,3,1,0,"0","Working"
"3904",0.44,0.51,2,219,4,0,0,"0","Working"
"3905",0.94,0.73,4,204,2,0,0,"0","Working"
"3906",0.85,0.94,5,235,4,0,0,"0","Working"
"3907",0.75,0.51,2,215,2,1,0,"0","Working"
"3908",0.76,0.67,5,243,3,0,0,"0","Working"
"3909",0.13,0.97,4,162,6,0,0,"0","Working"
"3910",0.6,0.79,4,262,3,0,0,"0","Working"
"3911",0.45,0.55,4,206,2,0,0,"0","Working"
"3913",0.19,0.36,3,167,5,0,0,"0","Working"
"3915",0.53,0.91,5,181,3,0,0,"0","Working"
"3916",1,0.77,5,269,3,0,0,"0","Working"
"3919",0.54,0.83,4,201,8,1,0,"1","Working"
"3920",0.25,0.9,6,229,8,0,0,"1","Working"
"3921",0.71,0.76,4,148,8,0,0,"1","Working"
"3922",0.96,0.84,3,147,8,0,0,"1","Working"
"3923",0.8,0.9,4,211,8,0,0,"1","Working"
"3924",0.82,0.87,5,145,6,0,0,"1","Working"
"3925",0.19,0.97,6,269,6,0,0,"1","Working"
"3926",0.43,0.74,4,129,6,0,0,"1","Working"
"3927",0.62,0.84,3,270,6,0,0,"1","Working"
"3928",0.75,0.85,3,250,6,0,0,"1","Working"
"3930",0.88,0.91,4,233,4,0,0,"2","Working"
"3931",0.63,0.57,4,192,3,0,0,"2","Working"
"3932",0.75,0.93,3,247,2,0,0,"2","Working"
"3933",0.74,1,4,192,4,0,0,"2","Working"
"3934",0.55,0.68,3,178,3,1,0,"2","Working"
"3935",0.87,0.55,4,197,3,0,0,"2","Working"
"3936",0.13,0.9,5,264,6,0,0,"2","Working"
"3938",0.89,0.97,4,147,2,0,0,"0","Working"
"3940",0.95,0.61,3,224,2,1,0,"0","Working"
"3941",0.57,0.59,4,250,2,0,0,"0","Working"
"3943",0.28,0.44,4,170,2,0,0,"0","Working"
"3944",0.54,0.61,4,118,5,0,0,"0","Working"
"3945",0.54,0.95,4,256,3,0,0,"0","Working"
"3947",0.37,0.69,2,146,3,0,0,"1","Working"
"3948",0.77,0.87,3,275,4,1,0,"1","Working"
"3949",0.7,0.88,4,180,2,0,0,"1","Working"
"3951",0.52,0.63,3,204,3,0,0,"1","Working"
"3952",0.69,0.55,3,172,2,0,0,"1","Working"
"3953",0.6,0.62,5,274,3,0,0,"1","Working"
"3954",0.74,0.64,3,136,2,0,0,"1","Working"
"3956",0.78,0.89,4,137,3,0,0,"1","Working"
"3957",0.77,0.75,4,191,3,0,0,"1","Working"
"3959",0.54,0.68,6,249,5,0,0,"1","Working"
"3960",0.48,0.77,6,274,6,0,0,"1","Working"
"3961",0.55,0.96,3,194,3,0,0,"1","Working"
"3962",0.17,0.36,6,191,2,0,0,"1","Working"
"3965",0.65,0.91,4,243,5,1,0,"1","Working"
"3966",0.67,0.52,4,207,3,0,0,"1","Working"
"3967",0.95,0.88,3,199,3,0,0,"1","Working"
"3968",0.61,0.97,6,286,4,0,0,"1","Working"
"3969",0.57,0.39,4,132,3,0,0,"2","Working"
"3970",0.65,1,4,229,4,0,0,"0","Working"
"3971",0.85,0.81,4,260,3,0,0,"1","Working"
"3972",0.61,0.96,3,214,2,0,0,"1","Working"
"3973",0.65,0.9,6,217,4,1,1,"1","Working"
"3974",0.92,0.93,4,225,2,0,1,"1","Working"
"3975",0.37,0.41,2,113,3,0,1,"1","Working"
"3976",0.48,0.77,5,250,2,0,1,"1","Working"
"3977",0.82,0.91,5,271,2,0,1,"1","Working"
"3978",0.84,0.75,4,135,3,0,1,"1","Working"
"3979",0.57,0.46,2,100,6,1,1,"1","Working"
"3980",0.8,0.75,4,224,3,0,1,"1","Working"
"3981",0.49,0.91,4,134,4,0,0,"0","Working"
"3982",0.79,0.82,5,158,2,0,0,"0","Working"
"3983",0.48,0.67,3,183,2,0,0,"0","Working"
"3986",0.91,0.6,4,235,4,1,0,"0","Working"
"3989",0.47,0.79,3,284,10,0,0,"0","Working"
"3991",0.5,0.48,4,130,10,0,0,"2","Working"
"3992",0.56,0.87,3,146,10,0,0,"0","Working"
"3993",0.84,0.85,4,207,10,0,0,"0","Working"
"3994",0.69,0.72,4,210,2,1,0,"2","Working"
"3995",0.53,0.64,3,143,2,0,0,"0","Working"
"3996",0.17,0.57,4,116,3,0,0,"1","Working"
"3997",0.48,0.71,2,162,3,1,0,"2","Working"
"3998",0.94,0.51,3,242,3,0,0,"1","Working"
"3999",0.77,0.89,4,153,7,0,0,"1","Working"
"4000",1,0.72,5,194,7,1,0,"1","Working"
"4002",0.93,0.73,4,283,7,0,0,"2","Working"
"4003",0.38,0.43,3,188,7,0,0,"1","Working"
"4005",0.5,0.82,2,286,6,0,0,"1","Working"
"4006",0.97,0.55,5,212,6,0,0,"2","Working"
"4007",0.93,0.95,5,176,6,0,1,"1","Working"
"4008",0.5,1,5,264,8,0,1,"2","Working"
"4009",0.52,0.84,3,261,8,0,1,"0","Working"
"4010",0.5,0.71,4,163,8,0,1,"1","Working"
"4011",0.55,0.4,3,139,8,0,1,"1","Working"
"4012",0.95,0.84,3,261,8,1,1,"1","Working"
"4013",0.48,0.42,2,275,6,1,1,"1","Working"
"4014",0.51,0.39,5,132,6,1,1,"0","Working"
"4017",0.97,0.66,5,234,6,0,0,"0","Working"
"4018",0.71,0.54,4,188,6,0,0,"0","Working"
"4020",0.57,1,4,227,10,0,0,"0","Working"
"4021",0.48,0.93,3,150,10,0,0,"0","Working"
"4022",0.71,0.64,3,267,3,0,0,"0","Working"
"4023",0.63,0.61,5,186,10,0,0,"0","Working"
"4024",0.99,0.84,4,142,10,0,0,"2","Working"
"4026",0.65,0.85,4,201,10,0,0,"0","Working"
"4027",0.7,0.85,4,142,2,0,0,"0","Working"
"4028",0.99,0.94,4,167,4,0,0,"0","Working"
"4029",0.65,0.62,4,258,2,0,0,"2","Working"
"4030",0.92,0.85,3,207,2,0,0,"0","Working"
"4032",0.39,0.89,3,188,5,0,0,"0","Working"
"4034",0.78,0.89,4,272,2,0,0,"0","Working"
"4035",0.62,0.79,3,259,3,0,0,"1","Working"
"4037",0.49,0.57,3,192,3,0,0,"1","Working"
"4038",0.82,0.82,3,164,3,0,0,"2","Working"
"4039",0.48,0.81,4,149,2,0,0,"1","Working"
"4040",0.69,0.56,4,149,3,0,0,"1","Working"
"4042",0.72,0.8,3,222,3,0,0,"1","Working"
"4044",0.5,0.77,3,265,3,0,0,"1","Working"
"4045",0.78,0.5,5,247,4,0,0,"1","Working"
"4046",0.76,0.45,4,147,2,0,0,"1","Working"
"4047",0.94,0.52,3,273,3,0,0,"2","Working"
"4048",0.24,0.94,6,144,4,0,0,"0","Working"
"4049",0.99,0.66,3,181,2,0,0,"1","Working"
"4050",0.67,0.64,3,198,2,1,0,"1","Working"
"4051",0.76,0.57,5,255,4,0,0,"1","Working"
"4052",0.76,0.77,4,169,10,0,0,"1","Working"
"4054",0.74,0.6,4,274,10,1,0,"1","Working"
"4055",0.81,0.85,4,134,10,1,0,"1","Working"
"4056",0.98,0.67,3,190,10,0,0,"1","Working"
"4057",0.98,0.98,4,170,10,0,0,"1","Working"
"4058",0.58,0.91,3,154,10,0,0,"2","Working"
"4060",0.57,0.67,5,235,2,0,0,"0","Working"
"4061",0.7,0.62,3,110,3,0,0,"0","Working"
"4062",0.49,0.77,3,211,3,0,0,"2","Working"
"4065",0.58,0.59,3,207,7,0,1,"1","Working"
"4066",0.66,0.57,4,161,7,0,1,"1","Working"
"4068",0.48,0.84,4,186,7,0,1,"1","Working"
"4069",0.56,0.71,3,211,6,0,1,"0","Working"
"4070",0.81,0.62,3,240,6,0,1,"0","Working"
"4072",0.66,0.53,3,164,6,0,0,"0","Working"
"4073",0.22,0.91,6,222,8,0,0,"0","Working"
"4074",0.96,0.71,3,205,8,1,0,"1","Working"
"4075",0.87,0.88,4,140,8,0,0,"1","Working"
"4076",0.61,0.42,2,103,8,0,0,"1","Working"
"4078",0.9,0.51,4,137,6,0,0,"1","Working"
"4079",0.64,0.67,3,143,6,0,0,"1","Working"
"4080",0.76,0.82,4,170,6,0,0,"1","Working"
"4081",0.97,0.41,5,135,6,0,0,"1","Working"
"4082",0.69,0.76,3,174,6,0,0,"1","Working"
"4083",0.98,0.55,3,166,6,1,0,"1","Working"
"4085",0.62,0.91,3,251,10,0,0,"1","Working"
"4086",0.29,0.37,6,187,10,1,0,"2","Working"
"4088",0.91,0.64,3,241,10,0,0,"1","Working"
"4089",0.53,0.79,3,221,10,1,0,"1","Working"
"4090",0.69,0.73,4,257,10,1,0,"1","Working"
"4091",0.14,0.58,4,275,10,0,0,"1","Working"
